call_number,vehicles_color,vehicles_year,vehicles_model,vehicles_vin
19-10706,VIN:,IMEFMS5582A636716,GRN 2002 MERC 4D SABLE,IMEFMS5582A636716
19-10717,BLU,2014,MINI 2D COOPER,WHWSS7CSXEWN72231
19-10717,BLU,2014,MINI 2D COOPER,WHWSS7CSXEWN72231
19-10719,WHI,2012,CHEV SE MALIBU,LG1ZCSEOSCF289391
19-16730,BRO,2016,,STPSAZSANSGXOOL7TE1
19-20742,BLK,2005,TOYT SE COROLL,INKBRI2ZE752342663
19-10744,BLK,2008,TOYT HIGHLA,JTEES43A782099276
19-10751,BLE,2002,MERZ SE E,WDBIFS3J82K075964
19-10752,WHI,2005,FORD LGTCON,LFTRRL4W15NB21718
19-10752,WHI,2005,FORD LGTCON,LFTRRL4W15NB21718
19-10753,BLY,2018,BMW SH 320,WRABESGS6&JNU48036
19-10764,WHI,2006,FORD CO MUSTAN,lLA2VFT82H865248993
19-10776,GRY,2013,TOYT SE COROLL,2T1IBU4EESDC1O7334
19-10782,RED,2014,,2TIBURHE2EC144616
19-107388,GRN,2018,SUBA FOREST,JF25JAEC5JH403572
19-10791,GRY,2012,HOND Accord LK,1LHGCS1B37CA01
19-10791,GRY,2012,HOND Accord LK,1LHGCS1B37CA01
19-10808,BLK,2012,TOYT HIGHLA,STDBKSEROCSO99231
19-10808,WHE,2012,VOLV XC606,¥V4902D2Z2C2346644
19-10814,GRY,2004,GMC YUKON,IGKEK13V64
19-10814,RED,2004,SUBA IMPREZ,JF1GG29654G800635
19-10816,GRY,2016,NISS 4D VRS,3N1LCE2CPSGL405458
19-10816,GRY,2016,NISS 4D VRS,3N1LCE2CPSGL405458
19-10834,GRY,2008,,STDZK23C28S150347
19-10834,,,,
19-10859,GRY,2015,TOYT TUNDRA,STFUYSPI2FA452619
19-10862,WHI,2006,H3,5GTDN136468294787
19-10863,WHI,2014,VOLK 4D JETTA,3VWDL?7ATXEM297410
19-10864,BLK,2018,SUBA GCUTBAC,
19-10864,GRY,2019,TOYT SE CAMRY,4T1LB1IHK4AKUL&S0625
19-10864,BLK,2018,SUBA GCUTBAC,
19-10864,GRY,2019,TOYT SE CAMRY,4T1LB1IHK4AKUL&S0625
19-10867,GRY,2014,HOND ODYSSE,SPNRLSH6XEB002349
19-10869,GRY,2913,,4T4BFLPRODR295766
19-10872,BLU,2019,CHEV TRAX,3GNCUOPSB2KL213143
19-10874,BLE,2018,FORD EDGE,2FMPK4J9XJBB22258
19-10875,YEL,2007,CHEVY TK,16CCS149578195658
19-10876,GRY,2006,TOYT SE COROLL,2TIiBR32R46C618378
19-10876,GRY,2006,TOYT SE COROLL,2TIiBR32R46C618378
19-10880,BLK,2002,PONT CO GRANPX,1G2WR12182F133282
19-20883,WHI,2002,FORD F350,LFTWW33F72EB90962
19-1089,GRN,2004,CHEV PU SILVER,2GCEK19T641330772
19-10897,BLU,2018,BMW SE 320,WHRASESGS670NU48036
19-103-AC,GRN,2014,GMC SAVANA,1GJZ72FG1E1113610
19-103-AC,BRO,2018,VOLV LL V60,Y¥V440MWK602053547
19-103-AC,GRN,2014,GMC SAVANA,1GJZ72FG1E1113610
19-103-AC,BRO,2018,VOLV LL V60,Y¥V440MWK602053547
19-10913,WHI,2015,LL SPORTAGE,KNDPR3ACSF7
19-10974,VIN;,JF2GTAECKKS348053,BLE 2019 SUBA LL CTK,
19-20516,GRY,2015,HOND LL CRY SPOR,2HKRM4H75FH6
19-20516,RED,2009,TOYT 4T LXS,4T1BK46Ki
19-10921,RED,2018,VOLK U,
19-10923,BLK,2016,HOND CRV,SU6RM4H58GL110543
19-10924,GRY,2012,HOND Accord LX,1HGCS1B37CA019830
19-10929,2007,GMC,LL YUKON,LGKFRK130270143451
19-206-OF.,RED,2007,CHEV SILVER,2GCEK13M671594368
19-L0954,RED,2019,SUBA SE IMPREZ,453GRKAD67K3615465
19-10955,WHI,2017,INFI 0X50,GN1LBJUORRXHM403
19-10963,BLU,2018,SUBA CROSST,JF2GTARC?7TJH335571
19-10963,VIN:,4TIBDIEBSGUN56188,BLK 2016 TOYT SE AVALON,4TIBDIEBSGUN56188
19-10963,BLU,2018,SUBA CROSST,JF2GTARC?7TJH335571
19-10963,VIN:,4TIBDIEBSGUN56188,BLK 2016 TOYT SE AVALON,4TIBDIEBSGUN56188
19-10566,GRY,2006,TOYT SE CAMRY,4T1LBA32K16U087233
19-10971,GRY,2015,SUBA SE IMFPREZ,JFIGPAC63F8207935
19-10972,WHI,2012,CHEV SE MALIBU,1G14C5EHOSCF289391
19-10973,VIN:,JF2S5JAEC2ZHH811456,GRN 2017 SUBA FOREST,JF2S5JAEC2ZHH811456
19-105975,BRO,2010,VOLK SE CC,WVWML7ANOAE519131
19-105975,BRO,2010,VOLK SE CC,WVWML7ANOAE519131
19-10977,GRY,2007,HOND 4D,JHMPA362075017105
19-10591,BLU,2008,SUBA ST LEGACY,454BP62C587309380
19-12011,WHI,2007,FORD SE FUSION,3FAHPO7187R183130
19-141017,GRN,2010,TOYT SE COROLL,JTDBU4EE8A9104662
19-11022,BRO,2014,TOYT SE COROLL,2TIBURHEGECO69936
19-11028,BLK,2006,DODG GRACAR,2D4GP44L46R914369
19-11028,BLK,2006,DODG GRACAR,2D4GP44L46R914369
19-13049,,,,
19-13067,WHI,2015,MAZD CX5 PC MA 4A85535 VIN: JM3KE4CY8F0491470,JM3KE4CY8F0491470
19-11068,RED,2007,LEXS SE ES350,JTHBJ46G172100283
19-11069,RED,2017,TOY¥YT TUNDRA,STFUYSFL6HKS883318
19-11071,GRY,2018,HOND 4D QDY¥Y,SFNRLGH5278091521
19-11077,RED,2012,CHEV SE CRUZE,1GILPF5SC7C7110873
19-11087,BRO,2007,,JFLISG636X7H73L656
19-11086,GRN,2007,MERZ ST E350,
19-1109),WHI,2003,IPAFP552X3G184409 FORD SE TAURUS,
19-11094,BRO,2006,FORD ESCAPE TFMYU93126KD47192,
19-11094,BRO,2006,FORD ESCAPE TFMYU93126KD47192,
19-11102,GRY,2011,AUDI SE A4,WAUFFBFL9BNO45513
19-11104,WHI,2017,HOND CRV,SJ6RW2H86HL002982
19-11223,WHI,2014,TOYT SE CAMRY,4T1IBFLFK7BU456806
19-11231,PC,MA,3FRE81 VIN: LN4AL11D76N363285 WHI 2006 NISS SE ALTIMA,LN4AL11D76N363285
19-12138,WHI,2007,,
19-11149,RED,2015,HOND CRY,2HKRM4H59FH639052
19-11149,BLK,2015,NISS ROGUE,RKRNMATOMVXFP542851
19-111745,GRY,2005,HOND CO CIVIC,LHGEM22995L071772
19-11148,WHI,2008,CHEV SILVER,3GCEK137086289432
19-11158,WHI,2018,MAZD CX3,JMIDKFB7001311206
19-11162,GRY,2018,HOND CO CIVIC,2HGFC4ROXTH306529
19-11162,GRY,2018,HOND CO CIVIC,2HGFC4ROXTH306529
19-111706,2015,INTL,TK,SHAMMMMMOPL1
19-12176,WHI,1990,BMW 2D 3251,WRABBL317LEC02922
19-12176,BLK,2017,TESL SE MODELS,5SYJSALEZ0HF231581
19-11179,WHI,2013,KIA CO FORTE,KWAFU6A270D5690286
19-11280,WHI,2015,NISS SE ALTIMA,IN4ALSAPSPNI32Z9848
19-11182,GRY,2018,TOYT SIENNA,STDIZ3DC8IS194839
19-11185,BLU,2006,JEEP GRACHE,1J4GR48K06C147843
19-11196,SIL,2007,VOLK SW PASSAT,VWLET3C97HOO7421
19-11196,BLU,2012,FORD SE FUSION,3FAHPOHA7CR370531i
19-11199,BLU,2014,SUBA SE LEGACY,4S3BMBHE3E3029536
19-11206,BLE,2012,FORD SE FOCUS,IPAHP3F25CL402047
19-11208,VIN:,JF2SJAJC3HH579584,BLK 2017 SUBA FOREST,JF2SJAJC3HH579584
19-11212,BRO,2014,BUIC SE LACROS,1G4GB5G38EF195805
19-11215,BLU,2011,MAZD SE 3,UJMIBLIVF2B1372164
19-13218,WHI,2019,SUBA LL CTK,JF2GTANCIK@328856
19-11224,BLU,2005,FORD F150,LPTPX14595NA79166
19-11223,BLK,2010,MAZD SE 3,JMIBLLSGOA1119842
19-11223,RED,2010,HYUN SE ACCENT,KMHCN4AC1AU4
19-11227,GRY,2007,HOND 4D CIVIC,LHGFAL6577L030851
19-218-0OF,BLK,2009,TOYT RUNNER,JTEBUL4R29K041125
19-11238,GRY,2010,HYUN LL TCN,KEMBJU3ACKAU0GSS627
19-11238,GRY,2010,HYUN LL TCN,KEMBJU3ACKAU0GSS627
19-11258,BLE,2003,VOLK SE JETTA,3VWPEG9M23M179147
19-11262,BLU,2008,LL SORRENTO,KNDJC73668583592?
19-211263,BLU,2013,SUBA OUTBAC,454BRBRC4D3245627
19-211264,RED,2006,FORD FREEST,1LFMDKO5176GA27982
19-11266,RED,2004,,SHSRD788540248971
19-1226,GRY,2015,SUBA ST FOREST,JP2S7APC2FH566749
19-11280,GRY,2018,SUBA OUTRBAC,454BSAFPC333394907
19-11280,GRY,2018,SUBA OUTRBAC,454BSAFPC333394907
19-112506,BLK,2020,NISS GU,
19-112951,GRY,2017,NISS SE SENTRA,3INLABVAPSHY371287
19-112951,BLE,2013,JEEP U,
19-11303,RED,2012,TOYT TUNDRA,STPCY5SF14CX013669
19-11303,RED,2012,TOYT TUNDRA,STPCY5SF14CX013669
19-11305,BLK,2017,HOND Civic Sport,SHHFK7H42HU402523
19-11306,,,,
19-14315,SAYKT4A6,8CG2Z23203,GRY 2012 KIA SORENTO,
19-11319,WHI,2019,,JNSAT2MV4KW394345
19-11319,WHI,2019,,JNSAT2MV4KW394345
19-14321,WHI,2018,NISS SE VERSA,3NICN7AP1UL&8
19-11331,BLK,2016,,STDXK3DC4GS737515
19-11341,RED,2009,DODG SE CALIBE,1LB3HB48A59D136259
19-11364,BLK,2019,GMC STERRFA,36TUSDED2KG186777
19-12371,SVWSPF71K97MO9B255,BLU,2007 VOLK JETTA,
19-11375,BLU,1996,CHEV TAHOE,IGNEKL3R3TI304350
19-12363,GRN,2003,HOND U,SHSRD78853U153146
19-12363,GRN,2003,HOND U,SHSRD78853U153146
19-11386,BLK,2014,HOND Cr-v Ex-1,2HERM4H79EH6
19-11399,GRY,2007,HOND CRY,JHLRE48737CO77359
19-11355,RED,2019,FORD Fusion Se,3FA6
19-11403,GRY,2006,TOYT SE CAMRY,4TLBE32K560137403
19-11419,GRN,2006,SAA SE $2,JF4GG61646G050246
19-13411,BRO,1996,OLDS SE CUTLAS,1G3AJ55M4T6416810
19-11425,WHI,20905,NISS SE MAXIMA,LN4BA4LEX5¢e51399
19-11416,WHI,2015,HOND SE CIVIC,I9XFB2F54FE2943592
19-11417,RED,2006,TOYT 4D CAMRY,ATIBE3
19-11425,VIN:,3VWG57AUSKMO12629,WHE 2019 GOLF,3VWG57AUSKMO12629
19-211428,GRN,2004,MAZD SE M26,LYVFPSOD945N28145
19-11430,BLK,2009,SUZI SE SxX4,JS2YC417896200539
19-11430,BLK,2009,SUZI SE SxX4,JS2YC417896200539
19-11432,WHI,1999,TOYT 4RUNNE,JT3HNS6R3X0216402
19-11432,GRY,2014,,JAA
19-11433,WHI,2012,,RNADMSA34C6026773
19-11434,BLK,2015,SUBA LL XXX,JF2GPASC4F8250120
19-11435,GRY,2006,TOYT SE CAMRY,4TIBES2KX6U125045
19-11435,GRY,2006,TOYT SE CAMRY,4TIBES2KX6U125045
19-11438,BLK,2019,VIN: LIGCRYCEF4K2Z176465 CHEVY FE,LIGCRYCEF4K2Z176465
19-11439,GRY,2000,TOYT SE AVALON,4TLBF28B3YU079026
19-11442,GRN,1994,,JT2GK13E0R0038291
19-11445,RED,2005,HOND PILOT,SFNYF18465B040073
19-11447,GRY,2014,,IC4ANTRBEBOEDS
19-11447,GRY,2014,,IC4ANTRBEBOEDS
19-113455,GRY,2012,SUBA HB,
19-11459,BLK,2011,FORD SE FIESTA,3FADP4AJ3BM173562
19-11460,GRY,2015,HOND 4D CIVIC,LOXPB2PS53PE298885
19-11470,WHI,2007,SUBA SW OUTBACK,484BP61C377345410
19-11471,WHI,2004,BMW X3,WEXPAS3404WA6G4479
19-11477,GRN,2002,CHEY SILVER,
19-11483,GRY,1999,HOND SHE ACCORD,LHGCG1E52XA028003
19-11483,GRY,1999,HOND SHE ACCORD,LHGCG1E52XA028003
19-13452,GRY,2010,TOYT RAV4,2T3BF4DV4AW058761
19-13452,BLK,2010,MER2 GLK,WDCGGSHBBAF273694
19-11496,GRY,2017,NiSS ROGUE,SNLAT2MV5HC828645
19-11514,WHI,2004,FORD RANGER,LFTZR4A5R64PB36297
19-11537,GRY,Z2O11,,1LGLZBSELXBFLO1930
19-115395,BLK,1998,VOLK 4D,
19-11547,GRY,2011,CHEVY SILVER,3GCPRSE37BG184455
19-1155],RED,2008,VIN: 3FAHPO7Z06R109644 FORD 4D,3FAHPO7Z06R109644
19-12E561,TAN,2017,VIN: 3TMDZ5EN3HM029496 TOYT TK,3TMDZ5EN3HM029496
19-11562,BLK,2000,,
19-11570,BRO,1999,CHEV EXPRRY,
19-132573,GRY,2018,KIA SOUL,KNDJP3A5007572612
19-11596,GRY,2014,JEEP U,
19-11587,BLU,2004,HD MC,
19-11592,WHI,2019,FR TK,LFVACKFCORKHED9140
19-11608,GRY,2019,JEEP COMPAS,3C4NUDBB4ART781054
19-11608,GRY,2019,JEEP COMPAS,3C4NUDBB4ART781054
19-11609,VIN:,JHMGESH39DC011868,BLU 2013 HOND FIT,JHMGESH39DC011868
19-22610,GRN,2011,CHEV Colorado Lt VIN: 1GCUTCF94B6122450,1GCUTCF94B6122450
19-22610,RED,2015,MAZD 3,3MZBM1L75FM133111
19-227-0F,VIN:,LJ4PA49S7YP762015,,LJ4PA49S7YP762015
19-11617,RED,2013,VOLV C30T5,¥V1672MK8B2239066
19-1624,GRY,2014,TOYT 4D CAMRY,4T4BF1FK3ER349192
19-31626,BRO,2005,GMC YUKON,1GKEKI3T55J198642
19-31626,BLU,2013,HOND FIT,JHMGESHS3DC067046
19-31626,BRO,2005,GMC YUKON,1GKEKI3T55J198642
19-31626,BLU,2013,HOND FIT,JHMGESHS3DC067046
19-11636,2019,CHEVY,SW,2GNAXUEV3K6252970
19-11652,WHI,2012,SUBA LL IMPREZA,JFIGPAD69CH223437
19-11658,GRY,2010,HOND CIVIC,2HGFG1B65AH518956
19-11662,RED,2012,,LYAHP3K29CL281450
19-11662,RED,2012,,LYAHP3K29CL281450
19-11676,WHI,2004,SUBA SE LEGACY,483BE896X447201319
19-11682,BRO,2004,BUIC SE REGAL,2G4WB52K741248400
19-11694,BLE,2017,CADI SE XTS,1GYKNDRS8HZ126520
19-11702,WHI,2004,GMC SAVCUT,1607G310041109220
19-11715,GRY,2012,NISS ROGUE,UNSASSMV8CW408592
19-113716,GRY,2010,,
19-11720,GRY,2006,TOYT SE COROLL,2TIBR32E16C679610
19-11722,1AGCP2F3I0CA059183,GRY,2012 HOND SE ACCORD,
19-11727,GRY,2011,HOND SE ACCORD,LHGCP2F61BA144638
19-1i737,PLE,1995,NISS 2D 200SK,IN4ABR42D98C533509
19-1i737,PLE,1995,NISS 2D 200SK,IN4ABR42D98C533509
19-11742,TAN,2005,,STBJU321059453705
19-11744,GRY,2016,FORD SE FUSION,
19-11744,GRY,2016,FORD SE FUSION,
19-Lit4a?,WHI,2010,TOYT SE COROLL,2T]1
19-11748,WHI,2013,KIA SOUR,KNDUT2A53D7528758
19-11748,WHI,2013,KIA SOUR,KNDUT2A53D7528758
19-11753,BLK,2013,AUDI CO AS,WAULFAFRSDA002227
19-11753,BLK,2013,AUDI CO AS,WAULFAFRSDA002227
19-12755,BLE,2005,TOYT SE COROLL,2TIBR32E65C557341
19-12755,BLU,2014,,LHGCR2PS4EBAZ
19-11771,GRY,2015,,SNPDH4AR6
19-11771,GRY,2015,,SNPDH4AR6
19-12773,BLK,2002,VOLK SE PASSAT,WVWPD6&3B42P172786
19-21780,GRN,2016,FORD F250 LFT7W2B6 9GEB57744,
19-11784,BLU,2008,HOND CRVSPO,JHLRE485X8C016140
19-11E787,BLE,20905,TOYT SE COROLL,2TIBR32E75C364843
19-11E787,TAN,2012,GMC SW,IGKKVRED3CJ333564
19-12789,GRN,2013,,4S4BRBKC7D3242866
19-L1792,VIN:,1GLBCSSM57713042),BLK 2018 CHEVY 4D CRZ,1GLBCSSM57713042)
19-L1792,VIN:,1GLBCSSM57713042),BLK 2018 CHEVY 4D CRZ,1GLBCSSM57713042)
19-11797,WHI,2010,TOYT HIGHLA,JTEBK3EH2A2162815
19-118901,PA,JF2Z4489,,JTDEPRAE2ZLJ018417
19-11806,BLK,2007,TOYT FICRUL,JTEBU11F370082611
19-11807,GRY,2019,,2C3CDXBGSKH643662
19-11807,GRY,1999,CHEV SE MALIBU,1G1NE52705X6163639
19-11807,GRY,2019,,2C3CDXBGSKH643662
19-11807,GRY,1999,CHEV SE MALIBU,1G1NE52705X6163639
19-211809,GRN,2007,MERC MARINE,4M2¥U91137K708530
19-11825,2018,AUDI,4D Ad,WAUDNAF40JN001511
19-11825,GRY,2014,CHEV 4D,1G1PCSSB5E7299008
19-11826,VIN:,IGNFK13058R125435,BLK 2008 CHEV TAHOE,IGNFK13058R125435
19-11826,VIN:,IGNFK13058R125435,BLK 2008 CHEV TAHOE,IGNFK13058R125435
19-11828,GRY,2015,JEEP RENEGA,ZACCJBETSFPC41374
19-11830,GRN,2013,TOYT PRIUS,JTDKEN3DULDSé664860
19-11830,GRY,2001,JEEP GRACHE,LJ4GWSBN81LCE67046
19-11638,BLU,2018,HYUN IONIQ,KMHC65LC3JU102381
19-11638,2016,LEXS,SW NX 200T,JTJBARBZ4G2082168
19-118490,BLU,2003,CHEV SE CAVALI,IGLUFS2F8371
19-11847,GEN,2018,HOND CRV,
19-11874,GRY,2018,VOLV V60CRO,YV440MWK8I2059155
19-11874,GRY,2018,VOLV V60CRO,YV440MWK8I2059155
19-11876,GRY,2003,DODG RAMTRU,1D3HU18DS3J635910
19-11877,2005,CHEV,PK SILVERADO,IGCHK29U65E246455
19-11904,GRY,2001,,
19-11919,BLK,2013,,¥V4952CZ21D1667414
19-11919,BLK,2013,,¥V4952CZ21D1667414
19-11920,GRY,2016,SUBA FOREST,JF283ARCOGH481745
19-11922,RED,2016,FORD LL EDG,2FMPK4784GBR44529
19-11922,BLK,2018,MERZ LL XXX,43GDFGERE5JB137489
19-12926,PC,MA,1CCP44 VIN: 1G4HR54K6YU319372 RED 2000 BUIC SE LESABR,1G4HR54K6YU319372
19-11927,GRY,2010,FORD SE FOCUS,1FAHPIGN2AW2520B0
19-11928,GRY,2014,JEEP LL GRAND CHEROKEE,1C4RJFBGGEC321161
19-11933,BLK,2016,SUBA FOREST,JF2SJADC9GG433738
19-11948,RED,1997,VOLK CO CABRIG,
19-115950,GRY,2016,,1C6RR7TT9GS349272
19-11963,GRY,2007,TOYT TACOMA,
19-11965,BLU,2018,HOND CIVIC,SHHFR7G420U200465
19-11566,GRY,2005,TOYT SE COROLL,2TIBR32E95C436813
19-11973,VIN:,LHGCP263X9A122086,GRY 2009 HOND SE ACCORD,LHGCP263X9A122086
19-11982,BLK,2004,FORD EXPLOR,
19-12007,2013,HOND,4D CIV,19XFB2F52DE225200
19-12008,VIN:,JNSAZ28R79T101495,BLK 2008 NISS CURE,JNSAZ28R79T101495
19-12011,BLK,2008,DODG TK,ID7HU18N787145612
19-12013,RED,2019,CHEV 4D,2GNAXUEVG6éK6259346
19-12025,GRY,2018,TOYT RAV4,JTMRFREV307253016
19-12025,GRY,2018,TOYT RAV4,JTMRFREV307253016
19-12027,GRY,2005,GMC SIERRA,1GTHEK29295E302202
19-12028,WHI,2014,NISS SE ALTIMA,IN4AL2APIEC2Z97687
19-12033,BLK,2003,TOYT ST COROLL,2T1LR32E73C025601
19-12037,BLK,2014,FORD EDGE,
19-12040,BRO,2010,FORD SE FUSION,3FAHPOJA8AR351218
19-12040,BRO,2010,FORD SE FUSION,3FAHPOJA8AR351218
19-12048,BRO,2003,HOND SE CIVIC,2HGES26723H530794
19-12048,BRO,2003,HOND SE CIVIC,2HGES26723H530794
19-12059,RED,2019,NISS Versa S,3NLCN7APSKLS
19-12066,RED,2017,SUBA FOREST,JF2S7AGC8HH508114
19-12067,GRY,2006,TOYT CO SOLARA,4T1PA3
19-12067,GRY,2006,TOYT CO SOLARA,4T1PA3
19-12068,BRO,2011,TOYT TK TACOMA,STFUX4ENSBAOO5102
19-12069,WHI,2014,HOND Accord Sport,1HGCR2F5XEA048447
19-12070,BLK,2009,FORD CO MUSTAN,
19-12075,BLE,2006,TOYT SE COROLL,2T1BR32E76C595713
19-12678,WHI,2006,VOLK 4D JETTA,3VWDT71K06M755461
19-12079,Reg:,PC,,JF2SHADCLCH420224
19-12079,Reg:,PC,,JF2SHADCLCH420224
19-12080,Reg:,PC,,GRY
19-12084,BLK,2016,JEEP WRANGL,1C4BUWDG3GL162505
19-12086,RED,2015,,STPUX4ENOFXO36621
19-32104,GRY,2018,KEA SOUL,KNDJXJAA3
19-12115,BLK,2009,GMC ST ACADIA,
19-12115,,,,
19-12117,RED,2013,TOYT LL VNZ,4T3BK3BB1DU083345
19-12123,GRY,2015,SUBA XVCROS,JF2GPACC2F8292655
19-12126,RED,2008,CHEV SE COBALT,
19-12126,RED,2008,CHEV SE COBALT,
19-12127,WHT,2016,TOYT SE CAMRY,4TLBFLFK9GU231919
19-121248,WHI,2013,NISS SE ALTIMA,IN4AL3AP3DN507837
19-121248,GEM,2008,NISS 4D ALTIMA,
19-12130,BLU,2014,TOYT YARIS,OPDETUDSSEDS
19-12132,WHI,2001,LEXS 4D £8300,JTSBFP28G615108355
19-12133,WHI,2004,,LFMFU1SLO4LB82530
19-12141,GRN,2014,CHEV SE CRUZE,1G1
19-12147,RED,2013,AUDI SE S4,WAUBGAFLEDA1
19-12148,GRY,2018,KIA SPORTA,KNDPM3AC8I7373762
19-12149,GRY,2005,HYUN SANTFE,KM8SC73D45U0976544
19-12149,GRY,2005,HYUN SANTFE,KM8SC73D45U0976544
19-12151,WHI,2011,,YS3FA4BY6R1303422
19-12152,BRO,2005,GMC YUKON,
19-12152,BRO,2005,GMC YUKON,
19-12160,BLK,2012,FORD F150,LFTFXLET6CFC46275
19-12160,BLK,2012,FORD F150,LFTFXLET6CFC46275
19-12163,GRN,1998,,LFT2ZR15X6WTALO564
19-+12164,VIN:,ZACCTBEBGHPF34422,,ZACCTBEBGHPF34422
19-22166,GRY,2018,TOYT 4D CAMRY,4ATIBLIHK6JU024293
19-22166,WHE,2018,MINI HB,
19-12176,RED,2010,SUBA LL FORRESTER,JF2SH6BC5AH764054
19-12176,RED,2010,SUBA LL FORRESTER,JF2SH6BC5AH764054
19-12172,GRY,2019,NISS U,
19-12172,WHI,2004,VIN: 2HEYF18524H609686 HOND PILOT,2HEYF18524H609686
19-12173,GRY,2014,JEEP LL GRAND CHEROKEE,1C4RIFBG6EC321161
19-12174,SIL,2012,VOLK 4D PASSAT,
19-12193,RED,2006,,2HIYK16556H526209
19-12193,had,already,,
19-12184,RED/GRY,1998,DODG RAM,3B7KF2227WG132496
19-12197,PLE,2008,CHEV SILVER,26CEK13M561193864
19-12199,SIL,2009,HOND U PILOT,SFNYF48669B030345
19-12206,PC,CT,AHO6019 VIN: BLK 2017 HOND TK RIDGELINE,BLK
19-12215,BLK,2008,TOYT HIGHLA,JTEES43A7820399276
19-12215,BLU,2011,HOND CRV,SJGRE4H33BL109952
19-12217,SIL,2019,VN,3C6TRVBGSJELI5102
19-12218,WHI,2001,LEXS 4D ES300,JT8RF28G615108355
19-12222,GRY,2011,TOYT PRIUS,JTDOKN3DUXBO317280
19-12222,WHI,2014,VIN: JPLGJAC6 7EHO07477 SUBA SE IMPREZ,JPLGJAC6
19-12238,GRY,2008,HOND SE ACCORD,
19-12240,WHI,2017,CHEVY SILVER,LGCVKSEC3H2Z373183
19-12241,VIN:,KNMATZMVXUP608999,GRY 2018 NISS ROGUE,KNMATZMVXUP608999
19-12244,BLU,2013,NISS ROGUE,JNSASSMVEDW127328
19-12249,WHI,2011,TOrvT 4D RAV 4,2TRIIFADVOBNO91978
19-122590,BLU,2005,,1LHGCM55455A126936
19-12251,RED,2007,VOLK SE JETTA,
19-12256,WHT,2012,FORD ECONOL,1FTNEZEWSCDAS4697
19-12257,BLK,2013,,5STFUX4EN4DKO1
19-12263,VIN:,OFILGE6B65AH516576,WHI 2010 SUBA 4D IMP,OFILGE6B65AH516576
19-12263,VIN:,OFILGE6B65AH516576,WHI 2010 SUBA 4D IMP,OFILGE6B65AH516576
19-12273,GRY,2001,JEEP GRACHE,LJ4GWS8N8icée
19-12277,WHI,2017,VOLV ST xkC90,YV4A22PL8H1176517
19-12291,GRY,2005,JEEP SW CHEROKEE,1J4GR48K15C612001
19-12294,BLK,2014,TOYT SE CAMRY,
19-12342,BLU,2016,SUBA IMPREZ,JFLGPAY67GH201792
19-12342,GRY,2006,SUBA SW IMPREZA,JF1GG67666G814960
19-12343,YEL,2013,TOYT SE CAMRY,#TLBDIPK4DU089948
19-12370,GRY,2019,SUBA 4D CRO,
19-12376,GRY,2005,,JF1SG65645G711273
19-12377,BLU,2006,HOND LL ELEMENT,536YH28306L003679
19-12379,WHI,2014,HOND Accord Sport,LHGCR2FSXEA048447
19-12380,BLK,2010,SUBA ST IMPREZ,
19-12382,VIN:,ZHGRI661XYHS61787,GRN 2000 HOND 4D ACCORD,ZHGRI661XYHS61787
19-12395,BRO,2000,JHEP ST GRACHE,LU4GW48NKYC3I06325
19-12398,BLU,2017,VOLV SE 330,YVIA2Z2ML7H1000639
19-12398,BLU,2017,VOLV SE 330,YVIA2Z2ML7H1000639
19-12401,GRY,2015,TOYT RAV4,JTMRFREV6FD173053
19-12402,BLK,2013,TOYT TACOMA,3TMMU4FN4DM060687
19-12404,WHI,2016,TOYT SEQUOI,STDPDY5G10GS128915
19-12404,WHI,2016,TOYT SEQUOI,STDPDY5G10GS128915
19-12407,BLU,2011,HYUN SANTFE,SXYZKDAGABGO76424
19-12416,SIL,2013,CADI 4D ATS,IG6AERS5SX5D0127171
19-12416,SIL,2013,CADI 4D ATS,IG6AERS5SX5D0127171
19-12426,GRY,2011,SUBA SE LEGACY,4S53BMBC61B3264502
19-12424,GRY,2011,HOND CRVSPO,5.J6RE4H7
19-12425,GRY,2007,HOND SE CIVIC,2HGFA15587H309711
19-12440,GRY,2014,CHEV SE MALIBU,IG1LH5SSL7EF227118
19-12447,PC,MA,1PLJ21 VIN: 1LJ4GW48NXYC3I06325 BRO 2000 JEEP ST GRACHE,1LJ4GW48NXYC3I06325
19-12451,WHI,2018,AUDI ST A4ALLR,
19-212452,HYUN,SANTFE,,KM&SC73D25U980611
19-212452,HYUN,SANTFE,,KM&SC73D25U980611
19-12454,GRN,2015,TOYT ST VENZA,4T3BAIBBE6FU074534
19-12457,VIN:,INGAAQEC6EN5,06685 BRO 2014 NISS TITAN,INGAAQEC6EN5
19-12457,VIN:,INGAAQEC6EN5,06685 BRO 2014 NISS TITAN,INGAAQEC6EN5
19-12458,WHI,2012,CHEVY SE MALIBU,1LG1ZD5E01CF392859
19-12460,GRY,2018,BODG LL UNY,3C4PDDGGOIT386775
19-12460,was,left,,
19-12461,BRO,2014,NISS TITAN,INGAAQEC6GENSO6685
19-12461,BRO,2014,NISS TITAN,INGAAQEC6GENSO6685
19-12462,GRY,2015,JEEP PATRIGO,
19-12469,BLU,2008,TOYT RAV4UT,JITMBD33V265186953
19-12485,WHIT,2016,KIA SE FORTE,KNAFK446565616592
19-12486,GRY,2005,,TFLGD6
19-12486,GRY,2005,,TFLGD6
19-12487,WHI,2014,SUBR OUTBAC,4S54BRBACTVE3248086
19-12489,BLK,2018,HOND HRV,3CZRU6GH50JM728425
